form,tags
déjantées,
déjantées,"['feminine', 'plural']"
déjantés,
déjantés,"['masculine', 'plural']"
déjeté,
déjetée,"['feminine', 'singular']"
déjetée,
déjetées,"['feminine', 'plural']"
déjetées,
déjetés,"['masculine', 'plural']"
déjetés,
délabré,
délabrée,"['feminine', 'singular']"
délabrée,
délabrées,
délabrées,"['feminine', 'plural']"
délabrés,"['masculine', 'plural']"
délabrés,
délaissé,
délaissée,"['feminine', 'singular']"
délaissée,
délaissées,
délaissées,"['feminine', 'plural']"
délaissés,
délaissés,"['masculine', 'plural']"
délavé,
délavée,
délavée,"['feminine', 'singular']"
délavées,
délavées,"['feminine', 'plural']"
délavés,
délavés,"['masculine', 'plural']"
délayant,
délayante,"['feminine', 'singular']"
délayante,
délayantes,
délayantes,"['feminine', 'plural']"
délayants,"['masculine', 'plural']"
délayants,
délectable,
délectables,['plural']
délectables,
délibérant,
délibérante,
délibérante,"['feminine', 'singular']"
délibérantes,"['feminine', 'plural']"
délibérantes,
délibérants,
délibérants,"['masculine', 'plural']"
délibératif,
délibératifs,
délibératifs,"['masculine', 'plural']"
délibérative,"['feminine', 'singular']"
délibérative,
délibératives,"['feminine', 'plural']"
délibératives,
délibéré,
délibérée,"['feminine', 'singular']"
délibérée,
délibérées,"['feminine', 'plural']"
délibérées,
délibérés,"['masculine', 'plural']"
délibérés,
délicat,
délicate,"['feminine', 'singular']"
délicate,
délicates,"['feminine', 'plural']"
délicates,
délicats,"['masculine', 'plural']"
délicats,
délicieuse,
délicieuse,"['feminine', 'singular']"
délicieuses,"['feminine', 'plural']"
délicieuses,
délicieux,"['masculine', 'plural']"
délictuel,
délictuelle,
délictuelle,"['feminine', 'singular']"
délictuelles,"['feminine', 'plural']"
délictuelles,
délictuels,
délictuels,"['masculine', 'plural']"
délictueuse,
délictueuse,"['feminine', 'singular']"
délictueuses,"['feminine', 'plural']"
délictueuses,
délictueux,"['masculine', 'plural']"
délinquant,
délinquante,"['feminine', 'singular']"
délinquante,
délinquantes,"['feminine', 'plural']"
délinquantes,
délinquants,
délinquants,"['masculine', 'plural']"
déliquescent,
déliquescente,
déliquescente,"['feminine', 'singular']"
déliquescentes,
déliquescentes,"['feminine', 'plural']"
déliquescents,
déliquescents,"['masculine', 'plural']"
délirant,
délirante,
délirante,"['feminine', 'singular']"
délirantes,
délirantes,"['feminine', 'plural']"
délirants,
délirants,"['masculine', 'plural']"
délitescent,
délitescente,"['feminine', 'singular']"
délitescente,
délitescentes,"['feminine', 'plural']"
délitescentes,
délitescents,"['masculine', 'plural']"
délitescents,
délivrable,
délivrables,
délivrables,['plural']
délocalisable,
délocalisables,['plural']
délocalisables,
délocalisé,
délocalisée,"['feminine', 'singular']"
délocalisée,
délocalisées,"['feminine', 'plural']"
délocalisées,
délocalisés,"['masculine', 'plural']"
délocalisés,
délocutif,
délocutifs,
délocutifs,"['masculine', 'plural']"
délocutive,"['feminine', 'singular']"
délocutive,
délocutives,
délocutives,"['feminine', 'plural']"
délogeable,
délogeables,
délogeables,['plural']
déloyal,
déloyale,"['feminine', 'singular']"
déloyale,
déloyales,
déloyales,"['feminine', 'plural']"
déloyaux,
déloyaux,"['masculine', 'plural']"
déluré,
délurée,"['feminine', 'singular']"
délurée,
délurées,"['feminine', 'plural']"
délurées,
délurés,"['masculine', 'plural']"
délurés,
délétère,
délétères,
délétères,['plural']
démagogique,
démagogiques,
démagogiques,['plural']
démagogue,
démagogues,['plural']
démagogues,
démaquillant,
démaquillante,
démaquillante,"['feminine', 'singular']"
démaquillantes,
démaquillantes,"['feminine', 'plural']"
démaquillants,
démaquillants,"['masculine', 'plural']"
démarqué,
démarquée,
démarquée,"['feminine', 'singular']"
démarquées,"['feminine', 'plural']"
démarquées,
démarqués,
démarqués,"['masculine', 'plural']"
dément,
démente,"['feminine', 'singular']"
démentes,"['feminine', 'plural']"
déments,"['masculine', 'plural']"
déments,
démersal,
démersale,
démersale,"['feminine', 'singular']"
démersales,"['feminine', 'plural']"
démersales,
démersaux,
démersaux,"['masculine', 'plural']"
démesuré,
démesurée,
démesurée,"['feminine', 'singular']"
démesurées,
démesurées,"['feminine', 'plural']"
démesurés,
démesurés,"['masculine', 'plural']"
déminéralisé,
déminéralisée,"['feminine', 'singular']"
déminéralisée,
déminéralisées,"['feminine', 'plural']"
déminéralisées,
déminéralisés,"['masculine', 'plural']"
déminéralisés,
démiurgique,
démiurgiques,['plural']
démiurgiques,
démocrate,
démocrates,['plural']
démocrates,
démocratique,
démocratiques,
démocratiques,['plural']
démocratiste,
démocratistes,['plural']
démocratistes,
démodé,
démodécique,
démodéciques,['plural']
démodéciques,
démodée,
démodée,"['feminine', 'singular']"
démodées,
démodées,"['feminine', 'plural']"
démodés,"['masculine', 'plural']"
démodés,
démographique,
démographiques,
démographiques,['plural']
démolinguistique,
démolinguistiques,['plural']
démolinguistiques,
démolisseur,
démolisseurs,"['masculine', 'plural']"
démolisseuse,"['feminine', 'singular']"
démolisseuse,
démolisseuses,
démolisseuses,"['feminine', 'plural']"
démoniaque,
démoniaques,['plural']
démoniaques,
démonstratif,
démonstratifs,
démonstratifs,"['masculine', 'plural']"
démonstrative,"['feminine', 'singular']"
démonstrative,
démonstratives,"['feminine', 'plural']"
démonstratives,
démontable,
démontables,
démontables,['plural']
démontrable,
démontrables,
démontrables,['plural']
démoralisant,
démoralisante,
démoralisante,"['feminine', 'singular']"
démoralisantes,
démoralisantes,"['feminine', 'plural']"
démoralisants,"['masculine', 'plural']"
démoralisants,
démoralisateur,
démoralisateurs,"['masculine', 'plural']"
démoralisateurs,
démoralisatrice,"['feminine', 'singular']"
démoralisatrice,
démoralisatrices,
démoralisatrices,"['feminine', 'plural']"
démoralisé,
démoralisée,"['feminine', 'singular']"
démoralisée,
démoralisées,
démoralisées,"['feminine', 'plural']"
démoralisés,
démoralisés,"['masculine', 'plural']"
démotique,
démotiques,['plural']
démotiques mfpl,['canonical']
démuni,
démunie,"['feminine', 'singular']"
démunie,
démunies,
démunies,"['feminine', 'plural']"
démunis,"['masculine', 'plural']"
démunis,
dénaire,
dénaires,
dénaires,['plural']
dénaturant,
dénaturante,
dénaturante,"['feminine', 'singular']"
dénaturantes,"['feminine', 'plural']"
dénaturantes,
dénaturants,"['masculine', 'plural']"
dénaturants,
dénaturé,
dénaturée,"['feminine', 'singular']"
dénaturée,
dénaturées,
dénaturées,"['feminine', 'plural']"
dénaturés,"['masculine', 'plural']"
dénaturés,
dénicotinisé,
dénicotinisée,"['feminine', 'singular']"
dénicotinisée,
dénicotinisées,"['feminine', 'plural']"
dénicotinisées,
dénicotinisés,
dénicotinisés,"['masculine', 'plural']"
dénigrant,
dénigrante,"['feminine', 'singular']"
dénigrante,
dénigrantes,
dénigrantes,"['feminine', 'plural']"
dénigrants,"['masculine', 'plural']"
dénigrants,
dénigreur,
dénigreurs,
dénigreurs,"['masculine', 'plural']"
dénigreuse,"['feminine', 'singular']"
dénigreuse,
dénigreuses,"['feminine', 'plural']"
dénigreuses,
dénitrifiant,
dénitrifiante,
dénitrifiante,"['feminine', 'singular']"
dénitrifiantes,
dénitrifiantes,"['feminine', 'plural']"
dénitrifiants,"['masculine', 'plural']"
dénitrifiants,
dénivelé,
dénivelée,"['feminine', 'singular']"
dénivelée,
dénivelées,"['feminine', 'plural']"
dénivelées,
dénivelés,"['masculine', 'plural']"
dénombrable,
dénombrables,['plural']
dénombrables,
dénominatif,
dénominatifs,"['masculine', 'plural']"
dénominatifs,
dénominative,
dénominative,"['feminine', 'singular']"
dénominatives,
dénominatives,"['feminine', 'plural']"
dénonciateur,
dénonciateurs,"['masculine', 'plural']"
dénonciateurs,
dénonciatrice,"['feminine', 'singular']"
dénonciatrice,
dénonciatrices,
dénonciatrices,"['feminine', 'plural']"
dénoncé,
dénoncée,
dénoncée,"['feminine', 'singular']"
dénoncées,"['feminine', 'plural']"
dénoncées,
dénoncés,"['masculine', 'plural']"
dénoncés,
dénotatif,
dénotatifs,"['masculine', 'plural']"
dénotative,"['feminine', 'singular']"
dénotatives,"['feminine', 'plural']"
dénoté,
dénotée,"['feminine', 'singular']"
dénotée,
dénotées,
dénotées,"['feminine', 'plural']"
dénotés,
dénotés,"['masculine', 'plural']"
dénué,
dénuée,
dénuée,"['feminine', 'singular']"
dénuées,"['feminine', 'plural']"
dénuées,
dénués,"['masculine', 'plural']"
dénués,
déodorant,
déodorante,
déodorante,"['feminine', 'singular']"
déodorantes,"['feminine', 'plural']"
déodorantes,
déodorants,"['masculine', 'plural']"
déontique,
déontiques,['plural']
déontiques,
déontologique,
déontologiques,['plural']
déontologiques,
déparasité,
déparasitée,"['feminine', 'singular']"
déparasitées,"['feminine', 'plural']"
déparasités,"['masculine', 'plural']"
dépareillé,
dépareillée,
dépareillée,"['feminine', 'singular']"
dépareillées,
dépareillées,"['feminine', 'plural']"
dépareillés,"['masculine', 'plural']"
dépareillés,
départemental,
départementale,"['feminine', 'singular']"
départementale,
départementales,"['feminine', 'plural']"
départementales,
départementaux,
départementaux,"['masculine', 'plural']"
dépassionné,
dépassionnée,
dépassionnée,"['feminine', 'singular']"
dépassionnées,
dépassionnées,"['feminine', 'plural']"
dépassionnés,
dépassionnés,"['masculine', 'plural']"
dépassé,
dépassée,"['feminine', 'singular']"
dépassées,"['feminine', 'plural']"
dépassés,"['masculine', 'plural']"
dépaysé,
dépaysée,"['feminine', 'singular']"
dépaysée,
dépaysées,
dépaysées,"['feminine', 'plural']"
dépaysés,
dépaysés,"['masculine', 'plural']"
dépeint,
dépeinte,
dépeinte,"['feminine', 'singular']"
dépeintes,"['feminine', 'plural']"
dépeintes,
dépeints,"['masculine', 'plural']"
dépeints,
dépendant,
dépendante,
dépendante,"['feminine', 'singular']"
dépendantes,
dépendantes,"['feminine', 'plural']"
dépendants,"['masculine', 'plural']"
dépendants,
dépensier,
dépensiers,"['masculine', 'plural']"
dépensière,"['feminine', 'singular']"
dépensière,
dépensières,"['feminine', 'plural']"
dépensières,
déphlogistiqué,
déphlogistiqués,
déphlogistiqués,['plural']
dépilatoire,
dépilatoires,['plural']
dépité,
dépitée,"['feminine', 'singular']"
dépitée,
dépitées,
dépitées,"['feminine', 'plural']"
dépités,"['masculine', 'plural']"
dépités,
déplacé,
déplacée,"['feminine', 'singular']"
déplacées,"['feminine', 'plural']"
déplacés,"['masculine', 'plural']"
déplaisant,
déplaisante,
déplaisante,"['feminine', 'singular']"
déplaisantes,"['feminine', 'plural']"
déplaisantes,
déplaisants,
déplaisants,"['masculine', 'plural']"
dépliant,
dépliante,
dépliante,"['feminine', 'singular']"
dépliantes,
dépliantes,"['feminine', 'plural']"
dépliants,"['masculine', 'plural']"
dépliants,
déplorable,
déplorables,
déplorables,['plural']
déplumé,
déplumée,"['feminine', 'singular']"
déplumées,"['feminine', 'plural']"
déplumés,"['masculine', 'plural']"
dépoitraillé,
dépoitraillée,"['feminine', 'singular']"
dépoitraillée,
dépoitraillées,"['feminine', 'plural']"
dépoitraillées,
dépoitraillés,
dépoitraillés,"['masculine', 'plural']"
dépoli,
dépolie,
dépolie,"['feminine', 'singular']"
dépolies,"['feminine', 'plural']"
dépolies,
dépolis,"['masculine', 'plural']"
dépolis,
dépolitisé,
dépolitisée,"['feminine', 'singular']"
dépolitisée,
dépolitisées,"['feminine', 'plural']"
dépolitisées,
dépolitisés,
dépolitisés,"['masculine', 'plural']"
dépolluant,
dépolluante,"['feminine', 'singular']"
dépolluante,
dépolluantes,
dépolluantes,"['feminine', 'plural']"
dépolluants,
dépolluants,"['masculine', 'plural']"
dépollué,
dépolluée,
dépolluée,"['feminine', 'singular']"
dépolluées,"['feminine', 'plural']"
dépolluées,
dépollués,
dépollués,"['masculine', 'plural']"
déposé,
déposée,"['feminine', 'singular']"
déposées,"['feminine', 'plural']"
déposés,"['masculine', 'plural']"
dépourvu,
dépourvue,
dépourvue,"['feminine', 'singular']"
dépourvues,"['feminine', 'plural']"
dépourvues,
dépourvus,
dépourvus,"['masculine', 'plural']"
dépravé,
dépravée,"['feminine', 'singular']"
dépravée,
dépravées,
dépravées,"['feminine', 'plural']"
dépravés,"['masculine', 'plural']"
dépravés,
dépressif,
dépressifs,"['masculine', 'plural']"
dépressifs,
dépressionnaire,
dépressionnaires,
dépressionnaires,['plural']
dépressive,"['feminine', 'singular']"
dépressive,
dépressives,"['feminine', 'plural']"
dépressives,
déprimant,
déprimante,
déprimante,"['feminine', 'singular']"
déprimantes,
déprimantes,"['feminine', 'plural']"
déprimants,
déprimants,"['masculine', 'plural']"
déprimé,
déprimée,"['feminine', 'singular']"
déprimée,
déprimées,
déprimées,"['feminine', 'plural']"
déprimés,
déprimés,"['masculine', 'plural']"
dépris,"['masculine', 'plural']"
déprise,"['feminine', 'singular']"
déprise,
déprises,"['feminine', 'plural']"
déprises,
déprotoné,
déprotonée,
déprotonée,"['feminine', 'singular']"
déprotonées,"['feminine', 'plural']"
déprotonées,
déprotonés,"['masculine', 'plural']"
déprotonés,
dépréciatif,
dépréciatifs,"['masculine', 'plural']"
dépréciative,"['feminine', 'singular']"
dépréciatives,"['feminine', 'plural']"
déprédataire,
déprédataires,
déprédataires,['plural']
dépuratif,
dépuratifs,
dépuratifs,"['masculine', 'plural']"
dépurative,
dépurative,"['feminine', 'singular']"
dépuratives,"['feminine', 'plural']"
dépuratives,
dépuratoire,
dépuratoires,['plural']
déracinable,
déracinables,
déracinables,['plural']
déraisonnable,
déraisonnables,['plural']
déraisonnables,
dérangeant,
dérangeante,"['feminine', 'singular']"
dérangeante,
dérangeantes,
dérangeantes,"['feminine', 'plural']"
dérangeants,"['masculine', 'plural']"
dérangeants,
dérangé,
dérangée,"['feminine', 'singular']"
dérangées,"['feminine', 'plural']"
dérangés,"['masculine', 'plural']"
dératisable,
dératisables,['plural']
dératé,
dératée,"['feminine', 'singular']"
dératée,
dératées,"['feminine', 'plural']"
dératées,
dératés,"['masculine', 'plural']"
dérisoire,
dérisoires,['plural']
dérisoires,
dérivable,
dérivables,
dérivables,['plural']
dérivatif,
dérivatifs,"['masculine', 'plural']"
dérivatifs,
dérivationnel,
dérivationnelle,
dérivationnelle,"['feminine', 'singular']"
dérivationnelles,"['feminine', 'plural']"
dérivationnelles,
dérivationnels,
dérivationnels,"['masculine', 'plural']"
dérivative,"['feminine', 'singular']"
dérivative,
dérivatives,
dérivatives,"['feminine', 'plural']"
dérobé,
dérobée,
dérobée,"['feminine', 'singular']"
dérobées,
dérobées,"['feminine', 'plural']"
dérobés,"['masculine', 'plural']"
dérobés,
dérogatoire,
dérogatoires,['plural']
dérogatoires,
déroulant,
déroulante,
déroulante,"['feminine', 'singular']"
déroulantes,
déroulantes,"['feminine', 'plural']"
déroulants,"['masculine', 'plural']"
déroulants,
déroutant,
déroutante,
déroutante,"['feminine', 'singular']"
déroutantes,"['feminine', 'plural']"
déroutantes,
déroutants,"['masculine', 'plural']"
déroutants,
déréglé,
déréglée,"['feminine', 'singular']"
déréglées,"['feminine', 'plural']"
déréglés,"['masculine', 'plural']"
dérégulateur,
dérégulateurs,
dérégulateurs,"['masculine', 'plural']"
dérégulateuse,
dérégulateuse,"['feminine', 'singular']"
