form,tags
préscrotales,
préscrotales,"['feminine', 'plural']"
préscrotaux,
préscrotaux,"['masculine', 'plural']"
présent,
présentable,
présentables,['plural']
présentables,
présente,
présente,"['feminine', 'singular']"
présentes,"['feminine', 'plural']"
présentiel,
présentielle,"['feminine', 'singular']"
présentielles,"['feminine', 'plural']"
présentiels,"['masculine', 'plural']"
présents,"['masculine', 'plural']"
présents,
préservatif,
préservatifs,"['masculine', 'plural']"
préservatifs,
préservative,
préservative,"['feminine', 'singular']"
préservatives,
préservatives,"['feminine', 'plural']"
présidentiable,
présidentiables,
présidentiables,['plural']
présidentiel,
présidentielle,
présidentielle,"['feminine', 'singular']"
présidentielles,"['feminine', 'plural']"
présidentielles,
présidentiels,"['masculine', 'plural']"
présidentiels,
présidial,
présidiale,"['feminine', 'singular']"
présidiale,
présidiales,
présidiales,"['feminine', 'plural']"
présidiaux,
présidiaux,"['masculine', 'plural']"
présocratique,
présocratiques,
présocratiques,['plural']
présomptif,
présomptifs,"['masculine', 'plural']"
présomptifs,
présomptive,"['feminine', 'singular']"
présomptive,
présomptives,
présomptives,"['feminine', 'plural']"
présomptueuse,"['feminine', 'singular']"
présomptueuse,
présomptueuses,"['feminine', 'plural']"
présomptueuses,
présomptueux,"['masculine', 'plural']"
préspinal,
préspinale,
préspinale,"['feminine', 'singular']"
préspinales,
préspinales,"['feminine', 'plural']"
préspinaux,
préspinaux,"['masculine', 'plural']"
présumable,
présumables,['plural']
présumables,
présumé,
présumée,"['feminine', 'singular']"
présumées,"['feminine', 'plural']"
présumés,"['masculine', 'plural']"
présupposé,
présupposée,"['feminine', 'singular']"
présupposée,
présupposées,"['feminine', 'plural']"
présupposées,
présupposés,"['masculine', 'plural']"
présupposés,
présynaptique,
présynaptiques,
présynaptiques,['plural']
prétentieuse,
prétentieuse,"['feminine', 'singular']"
prétentieuses,"['feminine', 'plural']"
prétentieuses,
prétentieux,"['masculine', 'plural']"
prétibial,
prétibiale,"['feminine', 'singular']"
prétibiale,
prétibiales,"['feminine', 'plural']"
prétibiales,
prétibiaux,"['masculine', 'plural']"
prétibiaux,
prétonique,
prétoniques,['plural']
prétorial,
prétoriale,"['feminine', 'singular']"
prétoriales,"['feminine', 'plural']"
prétoriaux,"['masculine', 'plural']"
prétorien,
prétorienne,"['feminine', 'singular']"
prétorienne,
prétoriennes,
prétoriennes,"['feminine', 'plural']"
prétoriens,
prétoriens,"['masculine', 'plural']"
prétélescopique,
prétélescopiques,['plural']
prétélescopiques,
prévalent,
prévalente,
prévalente,"['feminine', 'singular']"
prévalentes,"['feminine', 'plural']"
prévalentes,
prévalents,
prévalents,"['masculine', 'plural']"
prévenant,
prévenante,"['feminine', 'singular']"
prévenante,
prévenantes,
prévenantes,"['feminine', 'plural']"
prévenants,
prévenants,"['masculine', 'plural']"
préventif,
préventifs,"['masculine', 'plural']"
préventifs,
préventive,
préventive,"['feminine', 'singular']"
préventives,"['feminine', 'plural']"
préventives,
prévertébral,
prévertébrale,"['feminine', 'singular']"
prévertébrale,
prévertébrales,"['feminine', 'plural']"
prévertébrales,
prévertébraux,"['masculine', 'plural']"
prévertébraux,
prévisible,
prévisibles,
prévisibles,['plural']
prévisionnel,
prévisionnelle,"['feminine', 'singular']"
prévisionnelle,
prévisionnelles,
prévisionnelles,"['feminine', 'plural']"
prévisionnels,"['masculine', 'plural']"
prévisionnels,
prévostien,
prévostienne,"['feminine', 'singular']"
prévostiennes,"['feminine', 'plural']"
prévostiens,"['masculine', 'plural']"
prévoyant,
prévoyante,
prévoyante,"['feminine', 'singular']"
prévoyantes,
prévoyantes,"['feminine', 'plural']"
prévoyants,"['masculine', 'plural']"
prévoyants,
prévu,
prévue,"['feminine', 'singular']"
prévues,"['feminine', 'plural']"
prévus,"['masculine', 'plural']"
prévôtal,
prévôtale,
prévôtale,"['feminine', 'singular']"
prévôtales,"['feminine', 'plural']"
prévôtales,
prévôtaux,
prévôtaux,"['masculine', 'plural']"
préélectoral,
préélectorale,"['feminine', 'singular']"
préélectorales,"['feminine', 'plural']"
préélectoraux,"['masculine', 'plural']"
prééminent,
prééminente,
prééminente,"['feminine', 'singular']"
prééminentes,
prééminentes,"['feminine', 'plural']"
prééminents,"['masculine', 'plural']"
prééminents,
préétabli,
préétablie,
préétablie,"['feminine', 'singular']"
préétablies,"['feminine', 'plural']"
préétablies,
préétablis,"['masculine', 'plural']"
préétablis,
prêcheur,
prêcheurs,
prêcheurs,"['masculine', 'plural']"
prêcheuse,"['feminine', 'singular']"
prêcheuse,
prêcheuses,
prêcheuses,"['feminine', 'plural']"
prêt,
prête,"['feminine', 'singular']"
prête,
prêtes,
prêtes,"['feminine', 'plural']"
prêts,
prêts,"['masculine', 'plural']"
psalmique,
psalmiques,['plural']
psalmiques,
psalmodique,
psalmodiques,['plural']
psaloïde,
psaloïdes,
psaloïdes,['plural']
pseudo-bulbaire,
pseudo-bulbaires,['plural']
pseudonyme,
pseudonymes,['plural']
pseudonymes,
psophométrique,
psophométriques,['plural']
psoriasique,
psoriasiques,['plural']
psorique,
psoriques,
psoriques,['plural']
psoroptique,
psoroptiques,
psoroptiques,['plural']
psy,
psychagogique,
psychagogiques,['plural']
psychanalytique,
psychanalytiques,['plural']
psychanalytiques,
psychiatrique,
psychiatriques,['plural']
psychiatriques,
psychique,
psychiques,
psychiques,['plural']
psycho-analeptique,
psycho-analeptiques,['plural']
psychoactif,
psychoactifs,"['masculine', 'plural']"
psychoactifs,
psychoactive,
psychoactive,"['feminine', 'singular']"
psychoactives,"['feminine', 'plural']"
psychoactives,
psychoaffectif,
psychoaffectifs,"['masculine', 'plural']"
psychoaffective,"['feminine', 'singular']"
psychoaffectives,"['feminine', 'plural']"
psychoanaleptique,
psychoanaleptiques,['plural']
psychodramatique,
psychodramatiques,
psychodramatiques,['plural']
psychodysleptique,
psychodysleptiques,['plural']
psychodysleptiques,
psychogénétique,
psychogénétiques,['plural']
psycholeptique,
psycholeptiques,['plural']
psycholinguistique,
psycholinguistiques,['plural']
psycholinguistiques,
psychologique,
psychologiques,
psychologiques,['plural']
psychomoteur,
psychomoteurs,"['masculine', 'plural']"
psychomoteurs,
psychomotrice,"['feminine', 'singular']"
psychomotrice,
psychomotrices,
psychomotrices,"['feminine', 'plural']"
psychométrique,
psychométriques,['plural']
psychopathique,
psychopathiques,
psychopathiques,['plural']
psychopathologique,
psychopathologiques,['plural']
psychopathologiques,
psychopharmacologique,
psychopharmacologiques,
psychopharmacologiques,['plural']
psychophysiologique,
psychophysiologiques,
psychophysiologiques,['plural']
psychophysique,
psychophysiques,['plural']
psychophysiques,
psychoprophylactique,
psychoprophylactiques,['plural']
psychopédagogique,
psychopédagogiques,['plural']
psychorigide,
psychorigides,
psychorigides,['plural']
psychosensoriel,
psychosensorielle,"['feminine', 'singular']"
psychosensorielles,"['feminine', 'plural']"
psychosensoriels,"['masculine', 'plural']"
psychosocial,
psychosociale,"['feminine', 'singular']"
psychosociale,
psychosociales,"['feminine', 'plural']"
psychosociales,
psychosociaux,"['masculine', 'plural']"
psychosociaux,
psychosomatique,
psychosomatiques,['plural']
psychosomatiques,
psychotechnique,
psychotechniques,['plural']
psychotechniques,
psychotique,
psychotiques,
psychotiques,['plural']
psychotrope,
psychotropes,['plural']
psychédélique,
psychédéliques,['plural']
psychédéliques,
ptolémaïque,
ptolémaïques,['plural']
ptérinique,
ptériniques,['plural']
ptériniques,
ptérobranche,
ptérobranches,['plural']
ptérygoïde,
ptérygoïdes,
ptérygoïdes,['plural']
ptérygoïdien,
ptérygoïdienne,
ptérygoïdienne,"['feminine', 'singular']"
ptérygoïdiennes,"['feminine', 'plural']"
ptérygoïdiennes,
ptérygoïdiens,
ptérygoïdiens,"['masculine', 'plural']"
puant,
puante,"['feminine', 'singular']"
puante,
puantes,"['feminine', 'plural']"
puantes,
puants,"['masculine', 'plural']"
puants,
pubertaire,
pubertaires,['plural']
pubescent,
pubescente,"['feminine', 'singular']"
pubescentes,"['feminine', 'plural']"
pubescents,"['masculine', 'plural']"
pubien,
pubienne,"['feminine', 'singular']"
pubienne,
pubiennes,
pubiennes,"['feminine', 'plural']"
pubiens,
pubiens,"['masculine', 'plural']"
publiable,
publiables,
publiables,['plural']
public,
publicitaire,
publicitaires,['plural']
publicitaires,
publics,"['masculine', 'plural']"
publique,"['feminine', 'singular']"
publique,
publiques,"['feminine', 'plural']"
publiques,
pubère,
pubères,
pubères,['plural']
puccinien,
puccinienne,"['feminine', 'singular']"
pucciniennes,"['feminine', 'plural']"
pucciniens,"['masculine', 'plural']"
puceau,
puceaux,"['masculine', 'plural']"
pucelle,"['feminine', 'singular']"
pucelles,"['feminine', 'plural']"
pucelles,
pudibond,
pudibonde,
pudibonde,"['feminine', 'singular']"
pudibondes,"['feminine', 'plural']"
pudibondes,
pudibonds,"['masculine', 'plural']"
pudibonds,
pudique,
pudiques,
pudiques,['plural']
puerpéral,
puerpérale,"['feminine', 'singular']"
puerpérales,"['feminine', 'plural']"
puerpéraux,"['masculine', 'plural']"
pugilistique,
pugilistiques,['plural']
pugilistiques,
pugnace,
pugnaces,['plural']
puissant,
puissante,"['feminine', 'singular']"
puissante,
puissantes,"['feminine', 'plural']"
puissantes,
puissants,
puissants,"['masculine', 'plural']"
pulmonaire,
pulmonaires,['plural']
pulmonaires,
pulpaire,
pulpaires,
pulpaires,['plural']
pulpeuse,"['feminine', 'singular']"
pulpeuse,
pulpeuses,"['feminine', 'plural']"
pulpeuses,
pulpeux,"['masculine', 'plural']"
pulsatif,
pulsatifs,"['masculine', 'plural']"
pulsative,"['feminine', 'singular']"
pulsatives,"['feminine', 'plural']"
pulsionnel,
pulsionnelle,"['feminine', 'singular']"
pulsionnelles,"['feminine', 'plural']"
pulsionnels,"['masculine', 'plural']"
pultacé,
pultacée,
pultacée,"['feminine', 'singular']"
pultacées,
pultacées,"['feminine', 'plural']"
pultacés,
pultacés,"['masculine', 'plural']"
pulvérisateur,
pulvérisateurs,"['masculine', 'plural']"
pulvérisatrice,"['feminine', 'singular']"
pulvérisatrice,
pulvérisatrices,
pulvérisatrices,"['feminine', 'plural']"
pulvérisé,
pulvérisée,"['feminine', 'singular']"
pulvérisée,
pulvérisées,
pulvérisées,"['feminine', 'plural']"
pulvérisés,"['masculine', 'plural']"
pulvérisés,
pulvérulent,
pulvérulente,"['feminine', 'singular']"
pulvérulente,
pulvérulentes,
pulvérulentes,"['feminine', 'plural']"
pulvérulents,
pulvérulents,"['masculine', 'plural']"
punais,"['masculine', 'plural']"
punaise,"['feminine', 'singular']"
punaises,"['feminine', 'plural']"
punctiforme,
punctiformes,['plural']
punctiformes,
punicique,
puniciques,['plural']
puniciques,
punique,
puniques,
puniques,['plural']
punissable,
punissables,
punissables,['plural']
punisseur,
punisseurs,
punisseurs,"['masculine', 'plural']"
punisseuse,
punisseuse,"['feminine', 'singular']"
punisseuses,"['feminine', 'plural']"
punisseuses,
punitif,
punitifs,
punitifs,"['masculine', 'plural']"
punitive,
punitive,"['feminine', 'singular']"
punitives,
punitives,"['feminine', 'plural']"
punk,
punke,"['feminine', 'singular']"
punke,
punkes,
punkes,"['feminine', 'plural']"
punks,"['masculine', 'plural']"
pupillaire,
pupillaires,['plural']
pupillaires,
pupipare,
pupipares,['plural']
pur,
pur et dur,
pur jus,
pur laine,
pur sucre,
pure,
pure,"['feminine', 'singular']"
pure et dure,
pure et dure,"['feminine', 'singular']"
pure laine,
pures,"['feminine', 'plural']"
pures,
pures et dures,"['feminine', 'plural']"
pures et dures,
purgatif,
purgatifs,"['masculine', 'plural']"
purgative,
purgative,"['feminine', 'singular']"
purgatives,
purgatives,"['feminine', 'plural']"
purificateur,
purificateurs,"['masculine', 'plural']"
purificatoire,
purificatoires,['plural']
purificatrice,
purificatrice,"['feminine', 'singular']"
purificatrices,"['feminine', 'plural']"
purificatrices,
purifié,
purifiée,
purifiée,"['feminine', 'singular']"
purifiées,
purifiées,"['feminine', 'plural']"
purifiés,"['masculine', 'plural']"
purifiés,
purique,
puriques,['plural']
puriques,
puritain,
puritaine,"['feminine', 'singular']"
puritaine,
puritaines,"['feminine', 'plural']"
puritaines,
puritains,"['masculine', 'plural']"
purpurin,
purpurine,"['feminine', 'singular']"
purpurines,"['feminine', 'plural']"
purpurins,"['masculine', 'plural']"
purpurique,
purpuriques,['plural']
purpuriques,
purs,"['masculine', 'plural']"
purs,
purs et durs,"['masculine', 'plural']"
purulent,
purulente,
purulente,"['feminine', 'singular']"
purulentes,
purulentes,"['feminine', 'plural']"
purulents,
purulents,"['masculine', 'plural']"
pusillanime,
pusillanimes,['plural']
putaclic,
putain de,
putains de,['plural']
putassier,
putassiers,
putassiers,"['masculine', 'plural']"
putassière,
putassière,"['feminine', 'singular']"
putassières,
putassières,"['feminine', 'plural']"
putatif,
putatifs,"['masculine', 'plural']"
putatifs,
putative,"['feminine', 'singular']"
putative,
putatives,
putatives,"['feminine', 'plural']"
putrescent,
putrescente,"['feminine', 'singular']"
putrescentes,"['feminine', 'plural']"
putrescents,"['masculine', 'plural']"
putrescible,
putrescibles,['plural']
putride,
putrides,
putrides,['plural']
putréfait,
putréfaite,
putréfaite,"['feminine', 'singular']"
putréfaites,"['feminine', 'plural']"
putréfaites,
putréfaits,"['masculine', 'plural']"
putréfaits,
putréfié,
putréfiée,
putréfiée,"['feminine', 'singular']"
putréfiées,
putréfiées,"['feminine', 'plural']"
putréfiés,"['masculine', 'plural']"
putréfiés,
puéril,
puérile,"['feminine', 'singular']"
puérile,
puériles,"['feminine', 'plural']"
puériles,
puérils,"['masculine', 'plural']"
puérils,
puîné,
puînée,"['feminine', 'singular']"
puînée,
puînées,"['feminine', 'plural']"
puînées,
puînés,
puînés,"['masculine', 'plural']"
pycnonucléaire,
pycnonucléaires,
pycnonucléaires,['plural']
pyique,
pyiques,
pyiques,['plural']
pylorique,
pyloriques,['plural']
pyloriques,
pyocyanique,
pyocyaniques,['plural']
pyocyaniques,
pyogène,
pyogènes,['plural']
pyramidal,
pyramidale,"['feminine', 'singular']"
pyramidale,
pyramidales,
pyramidales,"['feminine', 'plural']"
pyramidaux,
pyramidaux,"['masculine', 'plural']"
pyranique,
pyraniques,
pyraniques,['plural']
pyrgoïdal,
pyrgoïdale,
pyrgoïdale,"['feminine', 'singular']"
pyrgoïdales,
pyrgoïdales,"['feminine', 'plural']"
pyrgoïdaux,
pyrgoïdaux,"['masculine', 'plural']"
pyrhéliométrique,
pyrhéliométriques,
pyrhéliométriques,['plural']
pyrimidique,
pyrimidiques,['plural']
pyrimidiques,
pyroacétique,
pyroacétiques,['plural']
pyroacétiques,
pyroclastique,
pyroclastiques,
pyroclastiques,['plural']
pyrogallique,
pyrogalliques,['plural']
pyrogalliques,
pyroglutamique,
pyroglutamiques,
pyroglutamiques,['plural']
pyrognostique,
pyrognostiques,
pyrognostiques,['plural']
pyrogène,
pyrogènes,
pyrogènes,['plural']
pyroligneuse,"['feminine', 'singular']"
pyroligneuse,
pyroligneuses,
pyroligneuses,"['feminine', 'plural']"
pyroligneux,"['masculine', 'plural']"
pyrolytique,
pyrolytiques,['plural']
pyrolytiques,
pyrolâtre,
pyrolâtres,['plural']
pyromantique,
pyromantiques,['plural']
pyromantiques,
pyrométallurgique,
pyrométallurgiques,['plural']
pyrométallurgiques,
pyrométrique,
pyrométriques,['plural']
pyrophorique,
pyrophoriques,['plural']
pyrophoriques,
pyrophosphorique,
pyrophosphoriques,['plural']
pyrophosphoriques,
pyrotartrique,
pyrotartriques,
pyrotartriques,['plural']
pyrotechnique,
pyrotechniques,['plural']
pyrotechniques,
pyrotique,
pyrotiques,['plural']
pyrotiques,
pyroxylique,
pyroxyliques,
pyroxyliques,['plural']
pyroélectrique,
pyroélectriques,['plural']
pyroélectriques,
pyrrhique,
pyrrhiques,['plural']
pyrrhiques,
pyrrhonien,
pyrrhonienne,"['feminine', 'singular']"
pyrrhoniennes,"['feminine', 'plural']"
pyrrhoniens,"['masculine', 'plural']"
pyrrolique,
pyrroliques,['plural']
pyrroliques,
pyruvique,
pyruviques,
pyruviques,['plural']
pyrénéen,
pyrénéenne,"['feminine', 'singular']"
pyrénéenne,
pyrénéennes,"['feminine', 'plural']"
pyrénéennes,
pyrénéens,"['masculine', 'plural']"
pyrénéens,
pythagoricien,
pythagoricienne,
pythagoricienne,"['feminine', 'singular']"
pythagoriciennes,"['feminine', 'plural']"
pythagoriciennes,
pythagoriciens,"['masculine', 'plural']"
pythagoriciens,
pythagorique,
pythagoriques,['plural']
pyélique,
pyéliques,
pyéliques,['plural']
pyélocaliciel,
pyélocalicielle,
pyélocalicielle,"['feminine', 'singular']"
pyélocalicielles,"['feminine', 'plural']"
pyélocalicielles,
pyélocaliciels,
pyélocaliciels,"['masculine', 'plural']"
pâle,
pâles,['plural']
pâles,
pâlot,
pâlots,
pâlots,"['masculine', 'plural']"
pâlotte,"['feminine', 'singular']"
pâlotte,
pâlottes,"['feminine', 'plural']"
pâlottes,
pâteuse,"['feminine', 'singular']"
pâteuse,
pâteuses,
pâteuses,"['feminine', 'plural']"
pâteux,"['masculine', 'plural']"
pâtissier,
pâtissiers,"['masculine', 'plural']"
pâtissiers,
pâtissière,"['feminine', 'singular']"
pâtissière,
pâtissières,"['feminine', 'plural']"
pâtissières,
pædagogique,
pædagogiques,['plural']
pædagogiques,
pète-burnes,
pète-couilles,
pète-sec,
pécheresse,"['feminine', 'singular']"
pécheresse,
pécheresses,
pécheresses,"['feminine', 'plural']"
pécheur,
pécheurs,"['masculine', 'plural']"
pécuniaire,
pécuniaires,
pécuniaires,['plural']
pédagogique,
pédagogiques,
pédagogiques,['plural']
pédal,
pédale,"['feminine', 'singular']"
pédales,"['feminine', 'plural']"
pédant,
pédante,"['feminine', 'singular']"
pédante,
pédantes,
pédantes,"['feminine', 'plural']"
pédantesque,
pédantesques,['plural']
pédantesques mfpl,['canonical']
pédants,"['masculine', 'plural']"
pédaux,
pédaux,"['masculine', 'plural']"
pédestre,
pédestres,['plural']
pédestres,
pédiatrique,
pédiatriques,
pédiatriques,['plural']
pédiculaire,
pédiculaires,['plural']
pédieuse,
pédieuse,"['feminine', 'singular']"
pédieuses,"['feminine', 'plural']"
pédieuses,
pédieux,"['masculine', 'plural']"
pédogéochimique,
pédogéochimiques,['plural']
pédogéochimiques,
pédogéologique,
pédogéologiques,['plural']
pédogéologiques,
pédologique,
pédologiques,['plural']
pédologiques,
pédonculaire,
pédonculaires,['plural']
pédonculé,
pédonculée,
pédonculée,"['feminine', 'singular']"
pédonculées,
pédonculées,"['feminine', 'plural']"
pédonculés,
pédonculés,"['masculine', 'plural']"
pédophile,
pédophiles,
pédophiles,['plural']
pédérastique,
pédérastiques,['plural']
pédérastiques,
péjoratif,
péjoratifs,"['masculine', 'plural']"
péjoratifs,
péjorative,
péjorative,"['feminine', 'singular']"
péjoratives,"['feminine', 'plural']"
péjoratives,
pékinois,"['masculine', 'plural']"
pékinoise,
pékinoise,"['feminine', 'singular']"
pékinoises,
pékinoises,"['feminine', 'plural']"
pélagien,
pélagienne,
pélagienne,"['feminine', 'singular']"
pélagiennes,"['feminine', 'plural']"
pélagiennes,
pélagiens,"['masculine', 'plural']"
pélagiens,
pélagique,
pélagiques,['plural']
pélagiques,
pélargonique,
pélargoniques,['plural']
pélargoniques,
pélasgique,
pélasgiques,['plural']
péloponnésien,
péloponnésienne,"['feminine', 'singular']"
péloponnésiennes,"['feminine', 'plural']"
péloponnésiens,"['masculine', 'plural']"
pélécaniforme,
pélécaniformes,['plural']
pénal,
pénale,
pénale,"['feminine', 'singular']"
pénales,
pénales,"['feminine', 'plural']"
pénalisant,
pénalisante,"['feminine', 'singular']"
pénalisante,
pénalisantes,"['feminine', 'plural']"
pénalisantes,
pénalisants,"['masculine', 'plural']"
pénalisants,
pénard,
pénarde,"['feminine', 'singular']"
pénarde,
pénardes,"['feminine', 'plural']"
pénardes,
pénards,"['masculine', 'plural']"
pénards,
pénaux,
pénaux,"['masculine', 'plural']"
pénible,
pénibles,
pénibles,['plural']
pénicillé,
pénicillée,
pénicillée,"['feminine', 'singular']"
pénicillées,
pénicillées,"['feminine', 'plural']"
pénicillés,"['masculine', 'plural']"
pénicillés,
pénien,
pénienne,
pénienne,"['feminine', 'singular']"
péniennes,
péniennes,"['feminine', 'plural']"
péniens,"['masculine', 'plural']"
péniens,
péninsulaire,
péninsulaires,
péninsulaires,['plural']
pénitent,
pénitente,"['feminine', 'singular']"
pénitente,
pénitentes,
pénitentes,"['feminine', 'plural']"
pénitentiaire,
pénitentiaires,
pénitentiaires,['plural']
pénitentiel,
pénitentielle,"['feminine', 'singular']"
pénitentielle,
pénitentielles,"['feminine', 'plural']"
pénitentielles,
pénitentiels,"['masculine', 'plural']"
pénitentiels,
pénitents,"['masculine', 'plural']"
pénitents,
pénultième,
pénultièmes,['plural']
pénultièmes,
pénétrable,
pénétrables,
pénétrables,['plural']
pénétrant,
pénétrante,"['feminine', 'singular']"
pénétrante,
pénétrantes,"['feminine', 'plural']"
pénétrantes,
pénétrants,"['masculine', 'plural']"
pénétrants,
pénétratif,
pénétratifs,
pénétratifs,"['masculine', 'plural']"
pénétrative,"['feminine', 'singular']"
pénétrative,
pénétratives,
pénétratives,"['feminine', 'plural']"
pépère,
pépères,['plural']
péquiste,
péquistes,['plural']
péremptoire,
péremptoires,['plural']
péremptoires,
pérenne,
pérennes,['plural']
pérennes,
périanal,
périanale,"['feminine', 'singular']"
périanale,
périanales,
périanales,"['feminine', 'plural']"
périanaux,"['masculine', 'plural']"
périanaux,
péricardique,
péricardiques,
péricardiques,['plural']
péricarpien,
péricarpienne,"['feminine', 'singular']"
péricarpienne,
péricarpiennes,"['feminine', 'plural']"
péricarpiennes,
péricarpiens,"['masculine', 'plural']"
péricarpiens,
périculeuse,"['feminine', 'singular']"
périculeuses,"['feminine', 'plural']"
périculeux,"['masculine', 'plural']"
péricyclique,
péricycliques,
péricycliques,['plural']
péridural,
péridurale,"['feminine', 'singular']"
péridurale,
péridurales,"['feminine', 'plural']"
péridurales,
périduraux,"['masculine', 'plural']"
périduraux,
périglaciaire,
périglaciaires,['plural']
périglaciaires,
périgourdin,
périgourdine,"['feminine', 'singular']"
périgourdine,
périgourdines,"['feminine', 'plural']"
périgourdines,
périgourdins,
périgourdins,"['masculine', 'plural']"
périlleuse,
périlleuse,"['feminine', 'singular']"
périlleuses,
périlleuses,"['feminine', 'plural']"
périlleux,"['masculine', 'plural']"
périmé,
périmée,"['feminine', 'singular']"
périmée,
périmées,
périmées,"['feminine', 'plural']"
périmés,
périmés,"['masculine', 'plural']"
périnatal,
périnatale,"['feminine', 'singular']"
périnatale,
périnatales,"['feminine', 'plural']"
périnatales,
périnataux,
périnataux,"['masculine', 'plural']"
périnéal,
périnéale,"['feminine', 'singular']"
périnéale,
périnéales,
périnéales,"['feminine', 'plural']"
périnéaux,"['masculine', 'plural']"
périnéaux,
périodique,
périodiques,['plural']
périovulaire,
périovulaires,
périovulaires,['plural']
péripatéticien,
péripatéticienne,"['feminine', 'singular']"
péripatéticienne,
péripatéticiennes,"['feminine', 'plural']"
péripatéticiens,"['masculine', 'plural']"
péripatéticiens,
péripatétique,
péripatétiques,['plural']
péripatétiques mfpl,['canonical']
périphrastique,
périphrastiques,
périphrastiques,['plural']
périphérique,
périphériques,['plural']
péripolaire,
péripolaires,['plural']
péripolaires,
périptère,
périptères,['plural']
périscolaire,
périscolaires,
périscolaires,['plural']
périscopique,
périscopiques,['plural']
périscopiques,
périspomène,
périspomènes,['plural']
périssable,
périssables,['plural']
périssables,
péristaltique,
péristaltiques,
péristaltiques,['plural']
péritectique,
péritectiques,['plural']
péritectiques,
péritonéal,
péritonéale,
péritonéale,"['feminine', 'singular']"
péritonéales,"['feminine', 'plural']"
péritonéales,
péritonéaux,"['masculine', 'plural']"
péritonéaux,
péritrachéen,
péritrachéenne,
péritrachéenne,"['feminine', 'singular']"
péritrachéennes,"['feminine', 'plural']"
péritrachéennes,
péritrachéens,"['masculine', 'plural']"
péritrachéens,
périurbain,
périurbaine,
périurbaine,"['feminine', 'singular']"
périurbaines,
périurbaines,"['feminine', 'plural']"
périurbains,
périurbains,"['masculine', 'plural']"
périvasculaire,
périvasculaires,
périvasculaires,['plural']
périveineuse,"['feminine', 'singular']"
périveineuse,
périveineuses,"['feminine', 'plural']"
périveineuses,
périveineux,"['masculine', 'plural']"
périventriculaire,
périventriculaires,['plural']
périventriculaires,
périvitellin,
périvitelline,"['feminine', 'singular']"
périvitelline,
périvitellines,
périvitellines,"['feminine', 'plural']"
périvitellins,"['masculine', 'plural']"
périvitellins,
périèque,
périèques,['plural']
péronier,
péroniers,
péroniers,"['masculine', 'plural']"
péroniste,
péronière,
péronière,"['feminine', 'singular']"
péronières,
péronières,"['feminine', 'plural']"
péruginesque,
péruginesques,['plural']
péruvien,
péruvienne,"['feminine', 'singular']"
péruvienne,
péruviennes,
péruviennes,"['feminine', 'plural']"
péruviens,"['masculine', 'plural']"
péruviens,
pérégrin,
pérégrine,
pérégrine,"['feminine', 'singular']"
pérégrines,
pérégrines,"['feminine', 'plural']"
pérégrins,
pérégrins,"['masculine', 'plural']"
pétainiste,
pétainistes,['plural']
pétaloïde,
pétaloïdes,['plural']
pétaloïdes,
pétaradant,
pétaradante,"['feminine', 'singular']"
pétaradante,
pétaradantes,
pétaradantes,"['feminine', 'plural']"
pétaradants,"['masculine', 'plural']"
pétaradants,
péteuse,"['feminine', 'singular']"
péteuse,
péteuses,
péteuses,"['feminine', 'plural']"
péteux,"['masculine', 'plural']"
pétillant,
pétillante,"['feminine', 'singular']"
pétillante,
pétillantes,"['feminine', 'plural']"
pétillantes,
pétillants,"['masculine', 'plural']"
pétillants,
pétochard,
pétocharde,
pétocharde,"['feminine', 'singular']"
pétochardes,
pétochardes,"['feminine', 'plural']"
pétochards,
pétochards,"['masculine', 'plural']"
pétreuse,"['feminine', 'singular']"
pétreuse,
pétreuses,"['feminine', 'plural']"
pétreuses,
pétreux,"['masculine', 'plural']"
pétri,
pétrie,"['feminine', 'singular']"
pétries,"['feminine', 'plural']"
pétris,"['masculine', 'plural']"
pétrochimique,
pétrochimiques,['plural']
pétrochimiques,
pétrocorien,
pétrocorienne,
pétrocorienne,"['feminine', 'singular']"
pétrocoriennes,
pétrocoriennes,"['feminine', 'plural']"
pétrocoriens,
pétrocoriens,"['masculine', 'plural']"
pétrographique,
pétrographiques,
pétrographiques,['plural']
pétrogène,
pétrogènes,
pétrogènes,['plural']
pétrolier,
pétroliers,"['masculine', 'plural']"
pétrolifère,
pétrolifères,
pétrolifères,['plural']
pétrolière,
pétrolière,"['feminine', 'singular']"
pétrolières,"['feminine', 'plural']"
pétrolochimique,
pétrolochimiques,['plural']
pétrologique,
pétrologiques,
pétrologiques,['plural']
pétrosélinique,
pétroséliniques,
pétroséliniques,['plural']
pétulant,
pétulante,"['feminine', 'singular']"
pétulante,
pétulantes,
pétulantes,"['feminine', 'plural']"
pétulants,
pétulants,"['masculine', 'plural']"
pété,
pété de thunes,
pétéchial,
pétéchiale,"['feminine', 'singular']"
pétéchiale,
pétéchiales,
pétéchiales,"['feminine', 'plural']"
pétéchiaux,"['masculine', 'plural']"
pétéchiaux,
pétée,"['feminine', 'singular']"
pétée de thunes,"['feminine', 'singular']"
pétées,"['feminine', 'plural']"
pétées de thunes,"['feminine', 'plural']"
pétés,"['masculine', 'plural']"
pétés de thunes,"['masculine', 'plural']"
pœnal,
pœnale,"['feminine', 'singular']"
pœnale,
pœnales,
pœnales,"['feminine', 'plural']"
pœnaux,
pœnaux,"['masculine', 'plural']"
qatari,
qatarie,"['feminine', 'singular']"
qatarie,
qatarien,
qatarienne,"['feminine', 'singular']"
qatarienne,
